epoch,fit time
0,12.38686525400044
1,12.102417492998939
2,13.413375110001653
3,12.985107786000299
4,12.36403442399751
5,12.615989860001719
6,12.820891567000217
7,12.140230275999784
8,12.2237483300014
9,11.849415050000971
10,12.312709896999877
11,12.541007470001205
12,11.879967537999619
13,12.510672354001144
14,11.730912872000772
15,12.330315174000134
16,12.78304013000161
17,13.419496049002191
18,12.032171384998946
19,11.937872290000087
20,11.958582302002469
21,11.981683332000102
22,13.42982214299991
23,13.465771508999751
24,11.203216130001238
25,11.019565321999835
26,11.095629384002677
27,11.157617660999676
28,12.630054195000412
29,13.921437531000265
30,12.039907930000481
31,11.893566664999526
32,11.77985431000343
33,11.856241384000896
34,11.959892547998606
35,11.817836430996977
36,11.982383028000186
37,11.920933624001918
38,11.853860877999978
39,11.98348149999947
40,11.960575645000063
41,11.907979749998049
42,11.932027396000194
43,11.172589787998731
44,11.062704185998882
45,11.45225545500216
46,12.306213723000837
47,11.920379258997855
48,12.270874194000498
49,11.40143313000226
50,11.35564456800057
51,11.921088008002698
52,11.920438254001056
53,12.293094320000819
54,12.808913318000123
55,12.925312373001361
56,12.340561593999155
57,12.5551811860023
58,11.388602179998998
59,11.963221805999638
60,12.264509507000184
61,11.47028102600234
62,12.009337305000372
63,12.645591707001586
64,13.129373615000077
65,13.527777102997788
66,12.370368299998518
67,12.088289923998673
68,11.802105374001258
69,11.838197790999402
70,12.202339159000985
71,11.306979977001902
72,12.051152554002329
73,11.556834388000425
74,11.48469274600211
75,11.257600212000398
76,11.394154555000569
77,11.312653634002345
78,11.363446077000845
79,11.211682986999222
80,11.299504842001625
81,11.221935618003045
82,11.254118666001887
83,11.20267514200168
84,11.517058477002138
85,11.215330319999339
86,11.227441741997609
87,11.347271423997881
88,11.564899401997536
89,11.807504657001118
90,13.89857954800027
91,14.167096520999621
92,14.042777867998666
93,11.152846946999489
94,11.425210838999192
95,11.132949730999826
96,11.66952522900101
97,11.175914303003083
98,11.049837495997053
99,11.42367935799848
100,11.34414923100121
101,11.290770825999061
102,11.608765190998383
103,12.853379685999244
104,12.363560415000393
105,12.247655061000842
106,12.347267418001138
107,11.698011946002225
108,11.34938666800008
109,11.744304132000252
110,11.502557023002737
111,11.387613197999599
112,11.909837302002416
113,11.665783499996905
114,11.362572279002052
115,11.629123811999307
116,11.318660900000395
117,11.625834548001876
118,11.538872927001648
119,11.388296889002959
120,11.86775006300013
121,11.500780886999564
122,11.403375068002788
123,11.642441035997763
124,11.511130232000141
125,11.853201310001168
126,11.617773508001846
127,11.491144804000214
128,12.771448640000017
129,11.4703933339988
130,12.17957114300225
131,11.580820123999729
132,11.408726960002241
133,11.403471374000219
134,11.722700639998948
135,11.799795860999438
136,11.376806364001823
137,11.617309574998217
138,11.66565347699725
139,11.482514127001195
140,11.446664933999273
141,11.510044906997791
142,11.62295582599836
143,11.444005494999146
144,12.06289672999992
145,12.017818696000177
146,11.782039041001553
147,11.426887489000364
148,11.498228861997632
149,11.496567270005471
150,11.549053269001888
151,11.652640731997963
152,11.619253150995064
153,12.103378725005314
154,11.59625539999979
155,11.586936382002023
156,11.502657277000253
157,11.518378284999926
158,11.423846664998564
159,11.584399585000938
160,11.882771047006827
161,11.476004705997184
162,11.67357831299887
163,11.397039641997253
164,11.778095571004087
165,11.434668494999642
166,11.412340507995395
167,11.738794747994689
168,11.499814896000316
169,11.46526162000373
170,11.733009761002904
171,11.539188132002892
172,11.598598698998103
173,11.521654033000232
