epoch,fit time
101,2.9734477050005808
102,3.0060743579997506
103,2.9184967029977997
104,2.9071619610003836
105,2.922132252002484
106,2.895636757999455
107,2.9176818179985275
108,2.9339792220016534
109,2.9234816339994723
110,2.9142773090025003
111,2.908921651000128
112,2.903300431000389
113,2.9885569340003713
114,3.032166443997994
115,2.996507601998019
116,3.011882996001077
117,3.073843042999215
118,3.0851451569978963
119,2.926103810998029
120,2.901018936001492
121,2.9125040600010834
122,2.894177866000973
123,2.909517993000918
124,2.9112757240000064
125,2.9149635690009745
126,2.9210770030003914
127,2.9007527789981395
128,2.9046884419985872
129,2.9161889209972287
130,2.901759533000586
131,2.9949812250015384
132,2.919565115000296
133,2.987307614999736
134,2.9140280749998055
135,2.9066639649972785
136,2.919186388997332
137,2.9135962649997964
138,2.9226525429985486
139,2.913666659998853
140,2.935758387000533
141,2.9239780780008005
142,2.919652288001089
143,2.896622711999953
144,2.9442196800009697
145,3.0014828239982307
146,3.005011402998207
147,3.919423938001273
148,3.0250921949991607
149,2.9905708670012245
150,2.92502628299917
151,2.9839556890001404
152,2.918052526001702
153,3.0453756149981928
154,2.8963684840018686
155,3.0306926210032543
156,2.9012442270031897
157,2.921515543002897
158,2.903923432000738
159,2.9451416629999585
160,2.919948935999855
161,2.9298008410005423
162,2.9163587270013522
163,2.9051858659986465
164,2.9140216250016238
165,2.9025556339984178
166,3.002764639000816
167,2.918474468002387
168,3.1541018269999768
169,2.966696385999967
170,2.927898121000908
171,2.901897450999968
172,2.905688688999362
173,3.003364682997926
174,2.9133539409995137
175,2.9667859050023253
176,2.9284090450018994
177,2.9260055990016554
178,2.889889627997036
179,2.9188809919978667
180,2.9258197819981433
181,2.934802308001963
182,2.9169671540003037
183,2.9299530160024005
184,2.885769454002002
185,2.9075109180012078
186,2.9058697930013295
187,3.0247917209999287
188,2.9895860190008534
189,2.9078254230007587
190,2.927085335999436
191,2.9057249349971244
192,2.9278062070006854
193,2.90874675500163
194,2.9362703429978865
195,3.0306541429999925
196,2.984880133997649
197,2.987307833998784
198,2.9233525679992454
199,2.900814642001933
200,2.9159288039991225
201,2.931375886000751
202,2.9893433840006765
203,3.0499469470014446
204,2.894693295002071
205,3.018015445999481
206,2.9305449740022596
207,3.0024040170028456
208,2.993659852003475
209,3.0091373329996713
210,3.319563239998388
211,3.277485003996844
212,3.250078280001617
213,3.1969961620015965
214,3.2072497000008298
215,3.1217916870009503
216,3.170666877002077
217,3.4710554880002746
218,3.2852412559986988
219,3.0866675519973796
220,3.093982357000641
221,3.0885001509996073
222,3.1033525050006574
223,3.0633647280010337
224,3.0640353739981947
225,3.0738719289984147
226,3.0806110890007403
227,3.205826519999391
228,3.0877774500004307
229,3.2400023240006703
230,3.1230075180028507
231,3.0902397979989473
232,3.069381937999424
233,3.051701445998333
234,3.0413214179970964
235,3.06183237300138
236,3.071210242000234
237,3.1681123939997633
238,3.103870441998879
239,3.172757600998011
240,3.0968348429996695
241,3.1043469139985973
242,3.079088287999184
243,3.3371719069982646
244,3.2563936920014385
245,3.2460443489981117
246,3.2654930830030935
247,3.1167506350029726
248,3.253038495997316
249,3.1893895550019806
250,3.147277521999058
251,3.0839969990011014
252,3.0783130589989014
253,3.127198526999564
254,3.181906802001322
255,3.114400967999245
256,3.120187172997248
257,3.206927364000876
258,3.096282571001211
259,3.201370295999368
260,3.06310597799893
261,3.0838583240001753
262,3.0602534350000496
263,3.0670156010019127
264,3.1204478879990347
265,3.12496399599695
266,3.0598255160002736
267,3.1761900869969395
268,3.067127515998436
269,3.4653849480018835
270,3.2843329479983367
271,3.339247604002594
272,3.299168998000823
273,3.2751134730024205
274,3.0921642249995784
275,3.0897598280025704
276,3.0560099779977463
277,3.0842539140030567
278,3.0635680369996408
279,3.1795202319990494
280,3.1830595989995345
281,3.054314056000294
282,3.088596397999936
283,3.0902640700005577
284,3.0966008469986264
285,3.1154193750007835
286,3.138450387003104
287,3.1030801980014076
288,3.1872362940011953
289,3.0688919380008883
290,3.097591752997687
291,3.074458565999521
292,3.152168687000085
293,3.0777131139984704
294,3.1164623119984753
295,3.190377504997741
296,3.1102058369979204
297,3.1165322640008526
298,3.122849954997946
299,3.0893731910000497
